City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
366,ak-suu,42.4995,78.527,275.14,53,79,1.5,KG,1702033978
367,xingcheng,40.6167,120.7167,283.36,43,100,1.2,CN,1702024204
368,ado-ekiti,7.621,5.2215,294.96,86,100,0.93,NG,1702056108
369,hafar al-batin,28.4328,45.9708,285.47,58,0,0.0,SA,1702043991
370,turbat,26.0023,63.044,293.73,33,0,0.26,PK,1702040202
371,zhoushan,30.0108,122.2047,290.42,66,19,9.16,CN,1702025485
372,draguseni,45.9667,27.75,271.07,95,95,4.37,RO,1702045449
373,akrehamn,59.2667,5.1833,275.6,59,100,7.2,NO,1702046532
374,raduzhny,62.0961,77.475,248.53,97,100,4.56,RU,1702027552
375,crescent city,41.756,-124.2018,281.34,99,40,1.54,US,1701996376
376,nunspeet,52.3667,5.7667,275.44,92,100,4.81,NL,1702049068
377,aguas formosas,-17.0822,-40.9358,293.41,78,24,0.75,BR,1702069740
378,balakovo,52.0278,47.8007,256.47,94,9,4.19,RU,1702039084
379,fale old settlement,-9.3852,-171.2468,300.4,83,100,7.64,TK,1702100197
380,kuanda,56.3161,116.0806,246.07,89,100,1.92,RU,1702021236
381,skvyra,49.7318,29.6657,270.82,97,100,3.9,UA,1702044080
382,bodaybo,57.8506,114.1933,244.21,91,100,1.47,RU,1702021049
383,plasencia,40.0312,-6.0885,282.19,89,53,3.06,ES,1702054741
384,dongola,19.1667,30.4833,289.01,32,48,3.4,SD,1702048821
385,mantua,45.1667,10.7833,275.73,98,96,1.72,IT,1702049694
386,polyarnyy,69.1989,33.4478,259.51,94,91,7.11,RU,0
387,dazhou,31.2159,107.5009,289.78,49,100,0.97,CN,1702028850
388,fuyang,32.9,115.8167,295.35,23,24,8.26,CN,1702026616
389,christchurch,-43.5333,172.6333,293.45,62,60,6.69,NZ,1702022394
390,east grand forks,47.93,-97.0245,280.28,74,75,5.66,US,1701988549
391,ierapetra,35.01,25.7353,288.23,68,30,0.89,GR,1702047925
392,tashtagol,52.7657,87.8894,255.44,86,100,1.49,RU,1702029240
393,rio grande,-32.035,-52.0986,289.79,67,82,7.02,BR,1702074326
394,buka,40.8108,69.1986,278.17,58,100,1.59,UZ,1702036533
395,crane,31.3974,-102.3501,288.78,59,0,6.51,US,1701992786
396,tumaco,1.7986,-78.8156,297.94,92,73,2.1,CO,1701990445
397,urumqi,43.801,87.6005,268.68,93,0,1.0,CN,1702031544
398,gadzhiyevo,69.2551,33.3362,258.85,96,94,6.71,RU,0
399,bichura,50.5881,107.6022,254.04,75,96,4.94,RU,1702025148
400,prestatyn,53.3375,-3.4078,282.51,89,95,5.33,GB,1702050965
401,igarape miri,-1.975,-48.9597,297.28,89,81,1.42,BR,1702070081
402,kapit,2.0167,112.9333,302.31,70,94,0.67,MY,1702030814
403,cromer,52.9312,1.2989,280.15,95,100,5.34,GB,1702049965
404,kerikeri,-35.2268,173.9474,295.32,61,0,0.45,NZ,1702020539
405,walvis bay,-22.9575,14.5053,289.31,88,1,1.78,NA,1702057116
406,ouricuri,-7.8825,-40.0817,299.2,58,75,2.97,BR,1702068550
407,pingyin,36.2831,116.4453,291.44,29,0,4.81,CN,1702025957
408,conway,35.0887,-92.4421,285.34,57,100,4.12,US,1701989874
409,vila velha,-20.3297,-40.2925,299.12,84,20,5.14,BR,1702069958
410,san ramon,37.7799,-121.978,284.62,90,0,2.57,US,1701996538
411,shizunai-furukawacho,42.3339,142.3669,277.13,55,81,9.21,JP,1702018689
412,auki,-8.7676,160.7034,303.04,68,46,4.89,SB,1702020436
413,smithers,54.7804,-127.1743,268.33,93,100,1.03,CA,1701993799
414,masuda,34.6667,131.85,289.3,33,0,2.57,JP,1702022509
415,caluula,11.9661,50.7569,298.84,58,32,5.19,SO,1702044730
416,tamanrasset,22.785,5.5228,285.1,19,0,2.57,DZ,1702054398
417,frumusita,45.6667,28.0667,272.36,94,81,4.58,RO,1702045439
418,oban,56.4127,-5.4706,279.47,92,91,3.2,GB,1702050360
419,san julian,21.0167,-102.1667,284.52,76,71,1.2,MX,1701994039
420,laojunmiao,39.8333,97.7333,274.83,27,4,2.75,CN,1702029859
421,belmonte,-15.8631,-38.8828,297.29,85,8,2.97,BR,1702069111
422,alice springs,-23.7,133.8833,312.9,11,0,4.63,AU,1702028543
423,lijiang,26.8688,100.2207,281.2,91,100,1.73,CN,1702031170
424,baruun-urt,46.6806,113.2792,257.26,83,70,4.07,MN,1702024764
425,brush,40.2589,-103.6238,280.04,42,1,10.29,US,1701991710
426,salair,54.2312,85.7972,245.45,93,61,2.11,RU,1702029265
427,laramie,41.3114,-105.5911,272.89,51,0,9.26,US,1701991992
428,qamdo,31.1667,97.2333,270.2,58,100,0.52,CN,1702031321
429,vorkuta,67.5,64.0,248.66,99,100,1.67,RU,1702024490
430,kamiiso,41.8167,140.65,280.36,36,20,6.17,JP,1702019199
431,tolanaro,-25.0319,46.9987,296.19,83,40,7.2,MG,1702049572
432,baie-comeau,49.2168,-68.1489,262.97,85,0,2.57,CA,1701981301
433,oktyabr'skoye,43.0645,44.7417,275.2,86,100,3.0,RU,1702041976
434,mpulungu,-8.7623,31.1141,295.07,85,38,1.3,ZM,1702051548
435,chonchi,-42.6128,-73.8092,282.71,94,2,1.28,CL,1702081384
436,tuma,55.148,40.5537,252.21,99,45,2.42,RU,1702039798
437,harar,9.3094,42.1258,286.99,43,20,2.51,ET,1702047076
438,bagayevskaya,47.32,40.38,273.79,89,100,8.9,RU,1702042109
439,dalandzadgad,43.5708,104.425,270.66,31,19,3.25,MN,1702027553
440,merizo village,13.2658,144.6691,304.46,81,100,7.95,GU,1702022050
441,mitsamiouli,-11.3847,43.2844,300.72,78,75,3.4,KM,1702048900
442,kogalym,62.2654,74.4791,249.06,98,100,6.24,RU,1702028155
443,aykhal,66.0,111.5,244.75,100,99,2.47,RU,1702015792
444,gebeit,21.0667,36.3167,292.11,90,4,2.14,SD,1702047206
445,yuzhno-kurilsk,44.0306,145.8556,276.69,89,100,14.75,RU,1702017517
446,rosario del tala,-32.3029,-59.1455,288.63,88,0,3.29,AR,1702076058
447,kapa'a,22.0752,-159.319,299.33,81,75,3.6,US,1702007636
448,london,51.5085,-0.1257,282.09,92,100,3.09,GB,1702050737
449,kalifornsky,60.4183,-151.29,268.37,100,100,3.09,US,1701997103
450,myrtle beach,33.6891,-78.8867,280.39,73,0,0.0,US,1701986829
451,albi,43.9298,2.148,280.99,85,100,1.01,FR,1702052025
452,amos,48.5669,-78.1162,267.99,96,100,1.3,CA,1701983856
453,kayyerkan,69.3786,87.7439,239.68,88,5,1.53,RU,0
454,ngereklmadel,7.4883,134.4856,303.2,74,75,3.09,PW,1702025090
455,taft,31.7471,54.2088,278.12,31,0,2.06,IR,1702041567
456,mankera,31.3866,71.4407,290.87,27,0,2.51,PK,1702037481
457,palikir - national government center,6.9248,158.1611,301.62,79,75,3.09,FM,1702019464
458,port hedland,-20.3167,118.5667,312.18,27,7,5.14,AU,1702031814
459,polva,58.0603,27.0694,263.72,94,100,3.31,EE,1702041856
460,morehead city,34.7229,-76.726,284.26,65,0,4.12,US,1701986157
461,kenai,60.5544,-151.2583,268.23,99,100,3.09,US,1701997019
462,kidal,18.4411,1.4078,294.04,15,16,2.96,ML,1702055882
463,richland,40.7834,-82.5499,279.61,81,0,5.14,US,1701986559
464,aksu,41.1231,80.2644,278.17,34,97,2.12,CN,1702033820
465,luderitz,-26.6481,15.1594,289.06,69,0,5.66,NA,1702057426
466,kismayo,-0.3582,42.5454,300.35,77,4,4.08,SO,1702047950
467,arkhangel'sk,64.5401,40.5433,252.65,83,100,3.0,RU,1702034447
468,novyy urengoy,66.0833,76.6333,246.01,97,57,5.42,RU,1702024035
469,yaren,-0.5472,166.916,299.44,87,100,5.54,NR,1702018111
470,zawiercie,50.4877,19.4168,271.82,94,100,1.63,PL,1702046336
471,caernarfon,53.1413,-4.2702,284.04,33,75,6.17,GB,1702051235
472,plastun,44.7561,136.2939,271.3,40,100,0.83,RU,1702019662
473,semirom,31.4167,51.5667,274.71,63,1,0.88,IR,1702042247
474,labuan bajo,-8.4964,119.8877,303.06,74,97,4.07,ID,1702030207
475,cold lake,54.4502,-110.2017,268.12,86,20,3.6,CA,1701989842
476,porto novo,6.4965,2.6036,301.05,85,95,1.62,BJ,1702056850
477,serta,39.8085,-8.0988,284.23,92,50,2.88,PT,1702055263
478,brookings,44.3114,-96.7984,278.92,81,0,6.17,US,1701989299
479,fray bentos,-33.1325,-58.2956,287.4,86,0,3.29,UY,1702075979
480,katsuura,35.1333,140.3,288.19,39,0,1.96,JP,1702020410
481,papao,-17.75,-149.55,299.63,80,100,8.72,PF,1702009458
482,greymouth,-42.4667,171.2,288.89,64,22,3.7,NZ,1702022514
483,kununurra,-15.7667,128.7333,312.14,37,34,4.12,AU,1702028857
484,krya vrysi,40.6872,22.3022,280.02,84,57,1.58,GR,1702047810
485,den helder,52.9599,4.7593,275.36,93,75,4.92,NL,1702049126
486,malango,-2.9627,119.9001,300.42,65,100,0.84,ID,1702029641
487,ta`u,-14.2336,-169.5144,300.42,84,95,5.72,AS,1702013863
488,huntsville,34.7304,-86.5861,283.26,64,0,4.02,US,1701988522
489,humaita,-7.5061,-63.0208,296.16,96,34,1.1,BR,1701987589
490,pimentel,-6.8367,-79.9342,294.31,78,0,7.72,PE,1701991581
491,ludington,43.9553,-86.4526,277.64,89,0,3.09,US,1701986889
492,bumpe,7.8919,-11.9025,296.26,96,0,0.63,SL,1702060191
493,quatre cocos,-20.2078,57.7625,300.98,73,56,3.28,MU,1702046400
494,al bayda',32.7627,21.7551,283.73,78,64,4.44,LY,1702049212
495,dwarka,22.2394,68.9678,296.98,46,0,4.68,IN,1702039233
496,tindouf,27.6711,-8.1474,287.4,58,40,2.06,DZ,1702057079
497,lemvig,56.5486,8.3102,273.82,96,100,6.96,DK,1702046999
498,sabang,5.8933,95.3214,300.9,79,99,6.99,ID,1702034653
499,namtsy,62.7161,129.6658,240.56,94,98,3.97,RU,1702014601
500,oyon,-10.6681,-76.7731,283.85,80,100,1.84,PE,1701991217
501,port augusta,-32.5,137.7667,316.87,10,93,14.34,AU,1702028803
502,francisco i. madero,29.7059,-107.8043,280.13,31,0,3.59,MX,1701994325
503,berrahal,36.8353,7.4533,282.0,69,100,1.78,DZ,1702052028
504,novofedorivka,46.1713,32.3178,279.13,92,100,6.6,UA,1702044307
505,jayapura,-2.5333,140.7,304.81,77,100,4.4,ID,1702024604
506,ouargla,31.9493,5.325,281.19,66,0,0.0,DZ,1702053271
507,acajutla,13.5928,-89.8275,299.3,70,0,2.64,SV,1701991889
508,texistepec,17.8833,-94.7833,293.44,92,83,2.33,MX,1701992618
509,manacapuru,-3.2997,-60.6206,298.04,89,100,1.5,BR,1701986586
510,barah,13.7,30.3667,290.72,28,5,3.41,SD,1702049443
511,troitsko-pechorsk,62.7084,56.1964,246.91,98,96,1.11,RU,1702032226
512,avetrana,40.3529,17.7349,283.84,74,4,5.86,IT,1702048966
513,marsa alam,25.0757,34.8918,294.39,67,0,2.59,EG,1702047073
514,jalna,19.8333,75.8833,295.62,67,1,1.77,IN,1702037849
515,nichinan,31.6,131.3667,289.97,56,0,2.52,JP,1702023068
516,forbes,-33.3833,148.0167,310.33,20,39,7.7,AU,1702026476
517,athens,37.9795,23.7162,286.29,67,20,3.58,GR,1702047939
518,cruzeiro do sul,-29.5128,-51.9853,292.88,89,100,1.81,BR,1702073936
519,yermolayevo,52.7167,55.8,251.94,97,97,1.13,RU,1702036955
520,hirara,24.8,125.2833,297.3,64,40,4.63,JP,1702025410
521,kasserine,35.1676,8.8365,281.41,74,44,3.74,TN,1702051957
522,tukrah,32.5341,20.5791,290.05,58,58,6.02,LY,1702049527
523,tocopilla,-22.092,-70.1979,291.84,73,37,1.44,CL,1702077348
524,doka,13.5167,35.7667,294.99,30,3,3.07,SD,1702048166
525,laguna,38.421,-121.4238,283.87,93,20,3.6,US,1701996299
526,berdigestyakh,62.0989,126.6992,238.64,95,100,2.59,RU,1702015745
527,maragogi,-9.0122,-35.2225,297.97,83,95,3.26,BR,1702067500
528,letlhakeng,-24.0944,25.0298,294.15,50,44,4.16,BW,1702054729
529,nuriootpa,-34.4833,139.0,305.8,13,95,12.68,AU,1702028812
530,alexandria,31.2156,29.9553,286.45,57,100,2.57,EG,1702047462
531,nema,57.5067,50.5011,240.68,100,15,1.39,RU,1702036479
532,kani keli,-12.9536,45.1033,300.74,75,52,3.99,YT,1702048630
533,guarapari,-20.6667,-40.4975,298.65,85,5,5.99,BR,1702070047
534,hazard,37.2495,-83.1932,281.28,64,37,1.84,US,1701987316
535,santa cruz del sur,20.7147,-77.9956,295.1,81,13,5.46,CU,1701988272
536,nago,26.5881,127.9761,297.39,58,0,3.5,JP,1702024543
537,mega,4.05,38.3,289.14,44,3,2.12,ET,1702048527
538,tanout,14.9709,8.8879,291.5,21,100,3.6,NE,1702054464
539,san patricio,28.017,-97.5169,295.28,82,89,5.36,US,1701992077
540,sal rei,16.1833,-22.9167,297.58,74,0,6.56,CV,1702061968
541,naze,28.3667,129.4833,292.66,58,0,2.46,JP,1702023955
542,moscow,55.7522,37.6156,260.9,99,99,1.91,RU,1702040279
543,sanctuary point,-35.1114,150.629,301.59,62,84,5.53,AU,1702026120
544,butere,0.2064,34.4935,288.38,83,10,2.23,KE,1702049827
545,mugia,43.1041,-9.2179,286.43,72,3,8.15,ES,1702054918
546,vernal,40.4555,-109.5287,275.99,49,0,3.6,US,1701993093
547,azuaga,38.2667,-5.6833,284.8,95,97,7.01,ES,1702054947
548,colchani,-20.3,-66.9333,286.72,47,19,4.27,BO,1701989914
549,lake stevens,48.0151,-122.0637,278.94,96,100,3.09,US,1701994537
550,al ghayzah,16.2079,52.176,296.82,49,13,3.15,YE,1702043939
551,hakui,36.8833,136.7833,290.44,55,18,4.24,JP,1702020981
552,wafangdian,39.6183,122.0081,283.27,70,100,2.28,CN,1702024071
553,tazacorte,28.629,-17.9293,291.69,70,0,5.66,ES,1702059303
554,puerto madero,14.7208,-92.4215,298.26,100,0,0.0,MX,1701992392
555,vizinga,61.0749,50.1031,242.5,100,30,0.32,RU,1702034766
556,basco,20.4487,121.9702,298.6,82,97,9.56,PH,1702026716
